,precision,recall,f1-score,support
Pre-enc Active,0.16666666666666666,1.0,0.2857142857142857,2.0
Active Encryption,0.9722222222222222,0.6862745098039216,0.8045977011494253,51.0
Post-Encryption,0.8620689655172413,0.9259259259259259,0.8928571428571429,27.0
micro avg,0.8051948051948052,0.775,0.7898089171974523,80.0
macro avg,0.6669859514687101,0.8707334785766158,0.6610563765736179,80.0
weighted avg,0.9149066091954022,0.775,0.8214131773399014,80.0
