,precision,recall,f1-score,support
Benign/Dormant,0.0,0.0,0.0,0.0
Pre-enc Active,0.0,0.0,0.0,2.0
Active Encryption,0.9423076923076923,0.9607843137254902,0.9514563106796117,51.0
Post-Encryption,0.96,0.8888888888888888,0.9230769230769231,27.0
accuracy,0.9125,0.9125,0.9125,0.9125
macro avg,0.47557692307692306,0.4624183006535948,0.4686333084391337,80.0
weighted avg,0.9247211538461538,0.9125,0.918091859596714,80.0
