,precision,recall,f1-score,support
Pre-enc Active,0.0,0.0,0.0,10.0
Active Encryption,0.5,0.25,0.3333333333333333,40.0
Post-Encryption,0.5714285714285714,0.6153846153846154,0.5925925925925926,26.0
micro avg,0.4262295081967213,0.34210526315789475,0.3795620437956204,76.0
macro avg,0.35714285714285715,0.2884615384615385,0.30864197530864196,76.0
weighted avg,0.45864661654135336,0.34210526315789475,0.37816764132553604,76.0
