feature,importance
ldrmodules_avg_per_process,0.041302719904185915
dlllist_unusual_path_ratio,0.037966840797891775
ldrmodules_total,0.033225891697340866
ldrmodules_max_per_process,0.031320820601203024
ldrmodules_suspicious_path_hit_count,0.026200915541356704
ldrmodules_suspicious_path_pid_count,0.02533316326500949
dlllist_unusual_path_hit_count,0.024450564616717976
pslist_avg_threads,0.023075887717978923
handle_mutex_ratio,0.02159720577797716
handle_mutex_count,0.01953271896984409
psscan_count,0.01948392442734186
vad_total,0.018509144493238483
vad_private_exec,0.017942521250927816
handle_thread_count,0.01769179689506073
vad_rwx_ratio,0.016855881883686544
vad_exec_ratio,0.016839778343645362
vad_rwx_pid_count,0.016318751076638927
vad_private_region_count,0.01626199002906667
vad_priv_exec_ratio,0.016236343067662955
ldrmodules_suspicious_path_ratio,0.015845254239033824
handle_process_count,0.014576433131826664
vad_exec_count,0.014505819692777863
pslist_max_children,0.013906468213134725
malfind_pid_count,0.013670851679871964
ldrmodules_not_in_init,0.013384448797314217
ldrmodules_not_in_load,0.013241765235280234
vad_private_pid_count,0.013018369287737096
vad_max_regions_per_process,0.012916682639640027
malfind_rwx_pid_count,0.012843469173945105
priv_total_enabled,0.012578798376313217
vad_rwx_region_count,0.012291074018153447
pslist_parent_missing_count,0.012097652640784546
ldrmodules_not_in_mem,0.012091503653793677
cmdline_unusual_dir_ratio,0.011741280502794433
vad_pid_count,0.011723218322889247
cmdline_suspicious_count,0.011636189298298207
cmdline_unusual_dir_count,0.011605966359879212
vad_avg_regions_per_process,0.011532963753717679
hidden_process_count,0.011529263657004999
cmdline_count,0.01136684123359882
dlllist_crypto_ratio,0.011306382917906923
pslist_exited_count,0.011266109937475547
pslist_wow64_count,0.011251421451261444
handle_registry_ratio,0.010329750670422857
cmdline_max_length,0.010152741368059916
cmdline_with_args,0.00978405159296581
handle_registry_count,0.008891626918183657
pslist_ransom_procs,0.008833897659413711
svcscan_stopped,0.008720010763498242
malfind_rwx_ratio,0.008607398282934562
pslist_count,0.008387759711132894
filescan_total,0.008262367773866281
pslist_avg_children,0.008208640284244992
dlllist_max_load_total_per_process,0.008175228191106717
malfind_rwx_region_count,0.008166563255999772
pslist_unique_names,0.008111655331020748
svcscan_running,0.007935070098689607
svcscan_total,0.007873438386373685
dlllist_unusual_path_pid_count,0.00785868336655168
svcscan_security_stopped,0.00785863395283642
malfind_avg_regions_per_process,0.007611098268753922
handle_file_ratio,0.007526692155671458
vad_private_ratio,0.0071997682185300895
malfind_private_exec,0.006994548211596381
cmdline_avg_length,0.00677318122374745
handle_file_count,0.006772840713110701
malfind_count,0.006306520133758526
dlllist_crypto_hit_count,0.006290604138074025
handle_total,0.006288641270276758
dlllist_crypto_pid_count,0.006253129471642406
dlllist_unique_dlls,0.0060052503382840424
dlllist_total,0.005924857595694891
malfind_private,0.005846769936287648
malfind_max_regions_per_process,0.005799093084776766
dlllist_avg_per_process,0.00542118061590732
dlllist_non_system,0.005016234535003167
cmdline_script_tool_count,0.004239664560595425
dlllist_avg_load_total_per_process,0.0035219907277596386
dlllist_avg_max_loadcount_per_process,0.001914306184454465
malfind_mz_regions,6.102243756507503e-05
pslist_avg_handles,0.0
pslist_max_runtimes,0.0
pslist_avg_runtimes,0.0
cmdline_sus_args_count,0.0
cmdline_script_exec_count,0.0
cmdline_ransom_indicators,0.0
cmdline_encoded_count,0.0
ldrmodules_hidden_count,0.0
dlllist_crypto_dlls,0.0
vad_avg_total_mem_per_process,0.0
vad_max_total_mem_per_process,0.0
malfind_shellcode_regions,0.0
vad_avg_max_region_size_per_process,0.0
netstat_established_ratio,0.0
ldrmodules_hidden_ratio,0.0
cmdline_script_exec_ratio,0.0
cmdline_encoded_ratio,0.0
netstat_suspicious_port_ratio,0.0
netstat_outbound_ratio,0.0
