model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
GradientBoosting,312,79,0.9873,0.9808,0.9855,0.9873,1.0,0.0127,0.962,1.0,0.9521,1.0,95,1000,0.997,0.8279,0.9873,1.0,1.0
RandomForest,312,79,0.9494,0.9427,0.9427,0.9494,0.9904,0.041,0.8987,0.9873,0.8783,0.9865,95,1000,0.9376,0.5051,0.8354,0.8734,1.0
XGBoost,312,79,0.9494,0.9329,0.9415,0.9488,0.9936,0.0442,0.8987,0.9873,0.8764,0.9863,95,1000,0.9305,0.5806,0.7722,0.962,1.0
LogisticRegression,312,79,0.9367,0.9234,0.9276,0.9364,0.9744,0.0377,0.8861,0.9873,0.8614,0.9855,95,1000,0.8774,0.5336,0.6582,0.8101,1.0
ExtraTrees,312,79,0.9114,0.8948,0.8987,0.9109,0.9744,0.063,0.8481,0.9747,0.8188,0.9665,95,1000,0.9154,0.5146,0.7595,0.8354,1.0
