feature,importance
ldrmodules_avg_per_process,0.11756417143321789
dlllist_unusual_path_ratio,0.06042320862166842
pslist_avg_threads,0.054853434374723446
ldrmodules_total,0.050432497384646745
handle_registry_ratio,0.04080118786341701
handle_mutex_ratio,0.034182091943286065
vad_exec_ratio,0.03187997294561199
handle_mutex_count,0.02989034675031961
ldrmodules_not_in_mem,0.023915945062176702
netstat_listening,0.023818024020232573
ldrmodules_max_per_process,0.02265085714972064
ldrmodules_not_in_load,0.021682354793063446
ldrmodules_suspicious_path_ratio,0.020127153686296046
vad_total,0.01928180092911763
ldrmodules_not_in_init,0.018996414691034875
vad_max_regions_per_process,0.018351709036238482
dlllist_unusual_path_hit_count,0.01757207881894943
ldrmodules_suspicious_path_pid_count,0.016640894780310018
handle_file_ratio,0.014425542633423879
priv_total_enabled,0.014148008842043307
cmdline_with_args,0.01365249851572129
ldrmodules_suspicious_path_hit_count,0.01240060864012254
handle_process_count,0.01141717996759549
vad_avg_regions_per_process,0.011139917197414568
vad_private_region_count,0.011002733300231535
cmdline_count,0.010516221405337624
vad_exec_count,0.010497621759728107
svcscan_stopped,0.01035859462623766
dlllist_crypto_ratio,0.010125322510443006
handle_registry_count,0.009489103090611904
netstat_outbound_pid_count,0.008505758802503123
pslist_count,0.008331196295896256
netstat_tcp_pid_count,0.008287826282213459
malfind_private,0.00820658936305176
netstat_outbound_count,0.007636753852595336
netstat_avg_connections_per_process,0.007064106764591432
cmdline_unusual_dir_ratio,0.006677164897220062
malfind_count,0.0065646465529634835
netstat_listening_pid_count,0.006423652471743924
malfind_avg_regions_per_process,0.0062743431525830685
netstat_total,0.005973899725262407
vad_private_ratio,0.005512264800387826
malfind_rwx_region_count,0.005441143995160199
netstat_pid_count,0.005389804561857624
dlllist_avg_load_total_per_process,0.005296341782295343
dlllist_max_load_total_per_process,0.005066161220638666
vad_pid_count,0.004855376195231458
malfind_max_regions_per_process,0.0048466701858067155
dlllist_crypto_hit_count,0.004697762565046567
handle_thread_count,0.004609623703202121
pslist_max_children,0.004578585009227511
dlllist_non_system,0.004439321510515403
malfind_exe_regions,0.004358685738532639
dlllist_crypto_pid_count,0.003920135916779231
svcscan_total,0.003899517217922562
dlllist_unique_dlls,0.0038783787728442994
dlllist_avg_per_process,0.003857169257126611
pslist_unique_names,0.003837066393609032
handle_total,0.0037939597270237845
svcscan_running,0.0037632674432639146
netstat_outbound_ratio,0.0036334318977304567
handle_file_count,0.003395376028047343
netstat_established,0.003313946634655807
svcscan_security_stopped,0.0032914313365647032
dlllist_unusual_path_pid_count,0.003242574260538348
filescan_encrypted_ratio,0.0030670576359824926
hidden_process_count,0.0030500583691991674
cmdline_suspicious_count,0.003048358324245554
netstat_established_ratio,0.0029997397891533867
cmdline_unusual_dir_count,0.0029843357373290328
dlllist_total,0.002947234910380865
filescan_total,0.0028683086379119294
cmdline_avg_length,0.002863684993579665
vad_priv_exec_ratio,0.0027813734604853002
pslist_avg_children,0.0026815957289928398
netstat_established_pid_count,0.0020675137025753195
vad_private_exec,0.002036233471704065
pslist_exited_count,0.0020035148023760836
pslist_parent_missing_count,0.001930770496549031
dlllist_avg_max_loadcount_per_process,0.0018872314224240227
vad_private_pid_count,0.0017796605626021274
cmdline_script_tool_count,0.0016921189930683234
filescan_encrypted,0.0016527932208540207
psscan_count,0.0012879122129413642
malfind_rwx_pid_count,0.0012273708856314217
pslist_wow64_count,0.0010403911412551266
vad_rwx_region_count,0.001007294030687619
vad_rwx_ratio,0.0009849543684265433
cmdline_max_length,0.0009058515205126645
malfind_pid_count,0.0008925407913134582
pslist_ransom_procs,0.0008008800646636059
malfind_injected_pid_count,0.000764253904781939
handle_encrypted_files,0.0006387916154147349
vad_rwx_pid_count,0.0006377396435059505
malfind_rwx_ratio,0.00023578592294787415
netstat_udp_pid_count,0.00013321855093022602
netstat_unique_ips,4.1217318632855256e-18
filescan_ransom_notes,8.658640596821179e-19
dlllist_crypto_dlls,0.0
netstat_max_connections_per_process,0.0
netstat_avg_unique_ips_per_process,0.0
