model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
GradientBoosting,212,54,0.963,0.95,0.9547,0.9628,1.0,0.037,0.9074,1.0,0.874,1.0,95,1000,0.9992,0.9596,1.0,1.0,1.0
XGBoost,212,54,0.963,0.95,0.9547,0.9628,1.0,0.037,0.9074,1.0,0.874,1.0,95,1000,0.9266,0.6237,0.7963,0.9444,1.0
RandomForest,212,54,0.9444,0.9278,0.9365,0.9438,0.9811,0.0367,0.8704,1.0,0.848,1.0,95,1000,0.9197,0.6418,0.7407,0.8889,1.0
ExtraTrees,212,54,0.9444,0.9278,0.9365,0.9438,0.9858,0.0414,0.8704,1.0,0.848,1.0,95,1000,0.9274,0.5343,0.7963,0.8889,1.0
LogisticRegression,212,54,0.9444,0.9377,0.9362,0.9452,0.9953,0.0509,0.8704,1.0,0.8499,1.0,95,1000,0.9353,0.5011,0.8148,0.9444,1.0
