model,mean_accuracy,std_accuracy,acc_ci95_lo,acc_ci95_hi,wtd_accuracy,mean_balanced_acc,mean_macro_f1,std_macro_f1,f1_ci95_lo,f1_ci95_hi,wtd_macro_f1,mean_weighted_f1,n_instances,Benign_macro_f1,Cerber_macro_f1,Dharma_macro_f1,Jigsaw_macro_f1,WannaCry_macro_f1
GradientBoosting,0.9582,0.0716,0.9325,0.9838,0.9662,0.9378,0.9003,0.1861,0.8337,0.9669,0.9041,0.9568,30,0.8768,1.0,0.6857,1.0,0.9624
XGBoost,0.9555,0.0665,0.9317,0.9793,0.9586,0.8968,0.8546,0.2207,0.7756,0.9336,0.8485,0.9528,30,0.8806,0.79,0.6857,0.9282,0.9624
LogisticRegression,0.9403,0.0692,0.9156,0.9651,0.9399,0.9122,0.8475,0.2018,0.7753,0.9197,0.8345,0.9416,30,0.9006,0.7861,0.6857,0.9238,0.8881
ExtraTrees,0.8758,0.1242,0.8313,0.9202,0.8684,0.842,0.7521,0.2276,0.6706,0.8336,0.7328,0.8853,30,0.8213,0.9298,0.581,0.5882,0.7712
RandomForest,0.8755,0.1171,0.8336,0.9174,0.8684,0.809,0.7244,0.2406,0.6383,0.8105,0.7069,0.88,30,0.7895,0.715,0.6505,0.5815,0.8206
