model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
RandomForest,212,54,0.9444,0.9458,0.9458,0.9444,0.9906,0.0462,0.8704,1.0,0.8724,1.0,95,1000,0.83,0.3979,0.4815,0.7407,0.9815
GradientBoosting,212,54,0.9259,0.9208,0.9191,0.9246,1.0,0.0741,0.8519,0.9815,0.8286,0.9865,95,1000,0.992,0.6537,0.9815,0.9815,1.0
XGBoost,212,54,0.9259,0.9208,0.9191,0.9246,1.0,0.0741,0.8519,0.9815,0.8273,0.9857,95,1000,0.8401,0.3527,0.4815,0.8704,0.9444
ExtraTrees,212,54,0.9074,0.9167,0.9073,0.9074,0.9811,0.0737,0.8329,0.9815,0.812,0.975,95,1000,0.7846,0.3076,0.3889,0.6667,0.9815
LogisticRegression,212,54,0.8333,0.8633,0.8473,0.8328,0.9906,0.1573,0.7222,0.9259,0.7405,0.9315,95,1000,0.8118,0.3093,0.5926,0.7037,0.8704
