,precision,recall,f1-score,support
Early (benign/pre-launch/pre-encryption),0.9,1.0,0.9473684210526315,36.0
Late (encrypting/post-encryption),1.0,0.7333333333333333,0.8461538461538461,15.0
accuracy,0.9215686274509803,0.9215686274509803,0.9215686274509803,0.9215686274509803
macro avg,0.95,0.8666666666666667,0.8967611336032388,51.0
weighted avg,0.9294117647058823,0.9215686274509803,0.9175994284353417,51.0
