model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
RandomForest,84,21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,95,1000,0.9689,0.6667,0.9048,0.9524,1.0
ExtraTrees,84,21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,95,1000,0.9841,0.6667,0.9524,0.9524,1.0
GradientBoosting,84,21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,95,1000,1.0,1.0,1.0,1.0,1.0
LogisticRegression,84,21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,95,1000,0.9388,0.5815,0.8571,0.9048,1.0
XGBoost,84,21,0.9048,0.8571,0.8833,0.9,0.9762,0.0714,0.7619,1.0,0.6912,1.0,95,1000,0.8364,0.5844,0.1905,0.9048,1.0
