model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
ExtraTrees,84,21,0.8095,0.7333,0.7552,0.8075,0.9643,0.1548,0.619,0.9524,0.4792,0.9314,95,1000,0.8125,0.496,0.4762,0.619,0.9524
GradientBoosting,84,21,0.8095,0.7333,0.7076,0.8041,1.0,0.1905,0.619,0.9524,0.4143,0.9111,95,1000,0.9568,0.6868,0.8571,0.9524,1.0
LogisticRegression,84,21,0.8095,0.7167,0.6933,0.7984,1.0,0.1905,0.619,0.9524,0.4,0.9112,95,1000,0.8666,0.5011,0.619,0.8095,1.0
XGBoost,84,21,0.7619,0.6167,0.5805,0.7297,0.9762,0.2143,0.5714,0.9048,0.3524,0.7667,95,1000,0.711,0.3655,0.3333,0.5238,0.8095
RandomForest,84,21,0.7143,0.5333,0.56,0.7492,0.9643,0.25,0.5238,0.9048,0.3143,0.7048,95,1000,0.8154,0.3707,0.5714,0.619,0.9048
