model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
GradientBoosting,84,21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,95,1000,0.9919,0.8297,0.9524,1.0,1.0
RandomForest,84,21,0.9048,0.8571,0.8833,0.9,1.0,0.0952,0.7619,1.0,0.6592,1.0,95,1000,0.9919,0.829,0.9524,1.0,1.0
ExtraTrees,84,21,0.9048,0.8571,0.8833,0.9,0.9881,0.0833,0.7619,1.0,0.6592,1.0,95,1000,1.0,1.0,1.0,1.0,1.0
LogisticRegression,84,21,0.9048,0.8571,0.8833,0.9,1.0,0.0952,0.7619,1.0,0.6592,1.0,95,1000,0.9654,0.6716,0.9524,0.9524,1.0
XGBoost,84,21,0.9048,0.8571,0.8833,0.9,0.9286,0.0238,0.7619,1.0,0.6592,1.0,95,1000,0.8503,0.7117,0.4286,1.0,1.0
