model,mean_accuracy,std_accuracy,acc_ci95_lo,acc_ci95_hi,wtd_accuracy,mean_balanced_acc,mean_macro_f1,std_macro_f1,f1_ci95_lo,f1_ci95_hi,wtd_macro_f1,mean_weighted_f1,n_instances,Benign_macro_f1,Cerber_macro_f1,Dharma_macro_f1,Jigsaw_macro_f1,WannaCry_macro_f1
GradientBoosting,0.9292,0.0821,0.8998,0.9586,0.9135,0.888,0.8485,0.2034,0.7757,0.9213,0.8166,0.9269,30,1.0,0.8178,0.5751,0.7881,0.9101
XGBoost,0.9346,0.0848,0.9043,0.965,0.9248,0.8871,0.8351,0.2238,0.755,0.9152,0.8125,0.9313,30,0.9444,0.7422,0.5751,0.8386,0.9658
ExtraTrees,0.9225,0.0843,0.8923,0.9527,0.906,0.8712,0.8124,0.2162,0.7351,0.8898,0.7736,0.919,30,1.0,0.5555,0.5449,0.8815,0.8927
RandomForest,0.9158,0.0858,0.8851,0.9466,0.9023,0.8528,0.8056,0.216,0.7283,0.8829,0.7776,0.9103,30,0.9444,0.5689,0.6851,0.7802,0.9104
LogisticRegression,0.9061,0.1108,0.8665,0.9458,0.8947,0.8454,0.7801,0.2517,0.69,0.8702,0.7504,0.9036,30,0.925,0.6533,0.4557,0.8232,0.8985
