,precision,recall,f1-score,support
Pre-enc Active,0.75,0.6,0.6666666666666666,5.0
Active Encryption,0.75,1.0,0.8571428571428571,9.0
Post-Encryption,1.0,0.9459459459459459,0.9722222222222222,37.0
accuracy,0.9215686274509803,0.9215686274509803,0.9215686274509803,0.9215686274509803
macro avg,0.8333333333333334,0.8486486486486488,0.832010582010582,51.0
weighted avg,0.9313725490196079,0.9215686274509803,0.9219576719576719,51.0
