,precision,recall,f1-score,support
Pre-enc Active,0.0,0.0,0.0,12.0
Active Encryption,0.7692307692307693,0.7692307692307693,0.7692307692307693,13.0
Post-Encryption,0.75,1.0,0.8571428571428571,30.0
accuracy,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273
macro avg,0.5064102564102564,0.5897435897435898,0.5421245421245421,55.0
weighted avg,0.5909090909090909,0.7272727272727273,0.6493506493506492,55.0
