model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
GradientBoosting,312,79,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,95,1000,0.9951,0.8176,0.9747,1.0,1.0
RandomForest,312,79,0.9747,0.9773,0.9745,0.9747,0.984,0.0093,0.9367,1.0,0.9332,1.0,95,1000,0.9458,0.5903,0.8608,0.9241,1.0
ExtraTrees,312,79,0.9747,0.9773,0.9745,0.9747,0.9776,0.0029,0.9367,1.0,0.9357,1.0,95,1000,0.9294,0.5336,0.7975,0.8861,1.0
LogisticRegression,312,79,0.9494,0.9487,0.9487,0.9494,0.9583,0.0089,0.8987,0.9873,0.8949,0.9873,95,1000,0.8983,0.5041,0.6329,0.8987,1.0
