,precision,recall,f1-score,support
Early (benign/pre-launch/pre-encryption),1.0,0.9615384615384616,0.9803921568627451,26.0
Late (encrypting/post-encryption),0.9655172413793104,1.0,0.9824561403508771,28.0
accuracy,0.9814814814814815,0.9814814814814815,0.9814814814814815,0.9814814814814815
macro avg,0.9827586206896552,0.9807692307692308,0.9814241486068112,54.0
weighted avg,0.9821200510855683,0.9814814814814815,0.9814623705232579,54.0
