model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
GradientBoosting,248,63,0.9365,0.9356,0.9259,0.9382,1.0,0.0635,0.873,0.9841,0.8229,0.9868,95,1000,0.9998,0.991,1.0,1.0,1.0
LogisticRegression,248,63,0.9206,0.9621,0.9252,0.926,0.9839,0.0633,0.8571,0.9841,0.8518,0.9835,95,1000,0.9221,0.5482,0.7778,0.9206,1.0
ExtraTrees,248,63,0.9206,0.928,0.9137,0.9217,0.9798,0.0592,0.8413,0.9841,0.8142,0.9815,95,1000,0.9142,0.4848,0.7302,0.9048,0.9841
RandomForest,248,63,0.873,0.9053,0.8639,0.8734,0.9798,0.1068,0.7778,0.9524,0.7471,0.9454,95,1000,0.9369,0.5024,0.7937,0.9365,1.0
