model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
RandomForest,212,54,0.963,0.9767,0.9464,0.9641,1.0,0.037,0.9074,1.0,0.8522,1.0,95,1000,0.8739,0.5216,0.6296,0.8148,1.0
ExtraTrees,212,54,0.9444,0.9651,0.9219,0.9468,0.9953,0.0509,0.8889,1.0,0.8178,1.0,95,1000,0.8861,0.5177,0.6111,0.9259,1.0
LogisticRegression,212,54,0.9259,0.9535,0.8987,0.9298,1.0,0.0741,0.8519,0.9819,0.7814,0.9804,95,1000,0.9399,0.5079,0.8519,0.9259,1.0
GradientBoosting,212,54,0.9074,0.9419,0.8765,0.9131,1.0,0.0926,0.8148,0.9815,0.7514,0.9724,95,1000,0.996,0.902,1.0,1.0,1.0
XGBoost,212,54,0.8889,0.8288,0.8288,0.8889,1.0,0.1111,0.7963,0.963,0.6858,0.943,95,1000,0.9297,0.5206,0.7778,0.9259,1.0
