,precision,recall,f1-score,support
Pre-encryption,1.0,0.1111111111111111,0.2,18.0
Encryption-active,0.6666666666666666,1.0,0.8,32.0
accuracy,0.68,0.68,0.68,0.68
macro avg,0.8333333333333333,0.5555555555555556,0.5,50.0
weighted avg,0.7866666666666666,0.68,0.5840000000000001,50.0
