feature,importance
dlllist_crypto_ratio,0.09188694296628915
pslist_avg_children,0.06318176842488965
handle_thread_count,0.050540806308215995
malfind_count,0.04637431217467215
handle_registry_ratio,0.04468403519347289
vad_private_exec,0.03665071075872241
pslist_wow64_count,0.03268322231512624
handle_mutex_ratio,0.028293266835497738
filescan_total,0.02444100547159411
pslist_avg_threads,0.02337224134663429
psscan_count,0.022866221171569303
dlllist_max_load_total_per_process,0.020857502675631148
svcscan_stopped,0.018333775100816095
handle_mutex_count,0.01686152274586781
malfind_pid_count,0.016651529493028623
malfind_injected_pid_count,0.016357700897492097
hidden_process_count,0.016274818781163113
vad_private_ratio,0.01565676216148971
vad_pid_count,0.015012063264819263
vad_exec_count,0.01247920478756521
cmdline_count,0.011620193324621175
pslist_parent_missing_count,0.011536029444593567
cmdline_with_args,0.011420879617342526
handle_file_count,0.011346546195919835
ldrmodules_not_in_load,0.010895973706429949
pslist_count,0.010792278394463046
vad_rwx_ratio,0.010440114093780404
dlllist_avg_load_total_per_process,0.010237411653746064
ldrmodules_not_in_mem,0.010109910569161834
cmdline_script_tool_count,0.010096960606066461
pslist_exited_count,0.009833948597464085
dlllist_unusual_path_hit_count,0.009740398138573721
vad_private_pid_count,0.009661972136048814
dlllist_crypto_hit_count,0.00955641930666548
cmdline_unusual_dir_ratio,0.009415661911828417
handle_registry_count,0.009407332812432582
dlllist_crypto_pid_count,0.009065326185364155
cmdline_avg_length,0.008967526303077192
vad_total,0.008533778213938352
malfind_avg_regions_per_process,0.00827701835482975
vad_private_region_count,0.00804072443555064
malfind_max_regions_per_process,0.007792161234063482
dlllist_avg_per_process,0.0075811243316558415
cmdline_unusual_dir_count,0.007577324698546651
malfind_private,0.0075054922374085155
handle_process_count,0.007364235977697403
vad_priv_exec_ratio,0.006999400217139433
pslist_unique_names,0.006840569480490421
handle_file_ratio,0.006799143073684497
dlllist_unusual_path_ratio,0.006495979112523584
priv_total_enabled,0.006135900642753118
dlllist_avg_max_loadcount_per_process,0.006055766666836125
vad_exec_ratio,0.005920435744888685
ldrmodules_not_in_init,0.00589584437719533
ldrmodules_max_per_process,0.005872077881253272
vad_rwx_region_count,0.005807170808303227
ldrmodules_total,0.005543593608583131
svcscan_running,0.005508888568197741
dlllist_unique_dlls,0.005161863031842719
malfind_exe_regions,0.005054369756112464
vad_avg_regions_per_process,0.005039274908095419
vad_max_regions_per_process,0.004838471359978653
dlllist_unusual_path_pid_count,0.004367608984169921
cmdline_suspicious_count,0.004283723589489367
ldrmodules_suspicious_path_ratio,0.003931965316645661
ldrmodules_avg_per_process,0.0038981394149191777
dlllist_non_system,0.003878190947322874
malfind_rwx_region_count,0.003805573230820992
malfind_rwx_pid_count,0.003464749143700864
dlllist_total,0.0032671559758020844
handle_total,0.002895228822591075
cmdline_max_length,0.0021129214858257705
svcscan_security_stopped,0.0021081251142026276
svcscan_total,0.0020054283132906487
ldrmodules_suspicious_path_pid_count,0.001311692810632564
pslist_max_children,0.0012584189298082684
vad_rwx_pid_count,0.0011610910614221637
ldrmodules_suspicious_path_hit_count,0.0011408440617512398
malfind_rwx_ratio,0.0008642382038999526
pslist_avg_runtimes,0.0
pslist_max_runtimes,0.0
cmdline_script_exec_count,0.0
cmdline_sus_args_count,0.0
cmdline_encoded_count,0.0
cmdline_ransom_indicators,0.0
pslist_avg_handles,0.0
ldrmodules_hidden_count,0.0
vad_avg_max_region_size_per_process,0.0
dlllist_crypto_dlls,0.0
vad_max_total_mem_per_process,0.0
vad_avg_total_mem_per_process,0.0
netstat_established_ratio,0.0
ldrmodules_hidden_ratio,0.0
cmdline_script_exec_ratio,0.0
cmdline_encoded_ratio,0.0
netstat_suspicious_port_ratio,0.0
netstat_outbound_ratio,0.0
