,precision,recall,f1-score,support
Pre-encryption,0.6111111111111112,1.0,0.7586206896551724,11.0
Encryption-active,1.0,0.8372093023255814,0.9113924050632911,43.0
accuracy,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.8703703703703703
macro avg,0.8055555555555556,0.9186046511627908,0.8350065473592317,54.0
weighted avg,0.9207818930041152,0.8703703703703703,0.8802722408134891,54.0
