,precision,recall,f1-score,support
Early (benign/pre-launch/pre-encryption),0.85,1.0,0.918918918918919,17.0
Late (encrypting/post-encryption),1.0,0.9117647058823529,0.9538461538461539,34.0
accuracy,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353
macro avg,0.925,0.9558823529411764,0.9363825363825364,51.0
weighted avg,0.9500000000000001,0.9411764705882353,0.9422037422037421,51.0
