,precision,recall,f1-score,support
Early (benign/pre-launch/pre-encryption),1.0,0.5,0.6666666666666666,50.0
micro avg,1.0,0.5,0.6666666666666666,50.0
macro avg,1.0,0.5,0.6666666666666666,50.0
weighted avg,1.0,0.5,0.6666666666666665,50.0
