,precision,recall,f1-score,support
Early (benign/pre-launch/pre-encryption),0.175,0.3684210526315789,0.23728813559322035,19.0
Late (encrypting/post-encryption),0.7,0.45901639344262296,0.5544554455445545,61.0
accuracy,0.4375,0.4375,0.4375,0.4375
macro avg,0.4375,0.41371872303710094,0.39587179056888744,80.0
weighted avg,0.5753125,0.4375,0.4791282094311127,80.0
