,precision,recall,f1-score,support
Early (benign/pre-launch/pre-encryption),1.0,1.0,1.0,75.0
accuracy,1.0,1.0,1.0,1.0
macro avg,1.0,1.0,1.0,75.0
weighted avg,1.0,1.0,1.0,75.0
