model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
GradientBoosting,312,79,0.9873,0.9828,0.9863,0.9873,1.0,0.0127,0.962,1.0,0.9566,1.0,95,1000,0.9834,0.6103,0.9494,0.9747,1.0
ExtraTrees,312,79,0.9241,0.911,0.917,0.9234,0.984,0.0599,0.8608,0.9747,0.8408,0.974,95,1000,0.9189,0.5295,0.6709,0.8987,1.0
LogisticRegression,312,79,0.9241,0.9038,0.9156,0.9227,0.9583,0.0342,0.8608,0.9747,0.8408,0.9728,95,1000,0.8701,0.5009,0.6456,0.8228,1.0
RandomForest,312,79,0.9114,0.9083,0.9053,0.9117,0.9872,0.0758,0.8481,0.9747,0.8316,0.9723,95,1000,0.8991,0.5205,0.6962,0.8608,1.0
