,precision,recall,f1-score,support
Benign/Dormant,0.38461538461538464,1.0,0.5555555555555556,15.0
Pre-enc Active,0.0,0.0,0.0,13.0
Active Encryption,0.6111111111111112,0.5,0.55,22.0
Post-Encryption,0.7142857142857143,0.5,0.5882352941176471,30.0
accuracy,0.5125,0.5125,0.5125,0.5125
macro avg,0.42750305250305254,0.5,0.4234477124183007,80.0
weighted avg,0.5080280830280831,0.5125,0.4760049019607844,80.0
