,precision,recall,f1-score,support
Benign/Dormant,1.0,1.0,1.0,24.0
Pre-enc Active,0.0,0.0,0.0,20.0
Active Encryption,0.21212121212121213,0.7777777777777778,0.3333333333333333,9.0
Post-Encryption,1.0,0.37037037037037035,0.5405405405405406,27.0
accuracy,0.5125,0.5125,0.5125,0.5125
macro avg,0.553030303030303,0.537037037037037,0.46846846846846846,80.0
weighted avg,0.6613636363636364,0.5125,0.5199324324324325,80.0
