,precision,recall,f1-score,support
Early (benign/pre-launch/pre-encryption),0.6666666666666666,0.9,0.7659574468085106,20.0
Late (encrypting/post-encryption),0.9285714285714286,0.7428571428571429,0.8253968253968254,35.0
accuracy,0.8,0.8,0.8,0.8
macro avg,0.7976190476190477,0.8214285714285714,0.795677136102668,55.0
weighted avg,0.8333333333333333,0.8,0.8037825059101653,55.0
