,precision,recall,f1-score,support
Early (benign/pre-launch/pre-encryption),0.5666666666666667,0.85,0.68,20.0
Late (encrypting/post-encryption),0.88,0.6285714285714286,0.7333333333333333,35.0
accuracy,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.7090909090909091
macro avg,0.7233333333333334,0.7392857142857143,0.7066666666666667,55.0
weighted avg,0.766060606060606,0.7090909090909091,0.7139393939393939,55.0
