feature,importance
pslist_count,0.51511145
vad_total,0.15338641
malfind_count,0.1020779
vad_max_regions_per_process,0.04245147
vad_exec_ratio,0.024194088
vad_private_region_count,0.022653611
vad_avg_regions_per_process,0.020310443
dlllist_unusual_path_hit_count,0.018395515
malfind_max_regions_per_process,0.016955098
vad_priv_exec_ratio,0.012127909
dlllist_avg_load_total_per_process,0.010063474
cmdline_avg_length,0.009252379
malfind_rwx_ratio,0.008047146
dlllist_unusual_path_ratio,0.007869618
svcscan_total,0.007518079
svcscan_running,0.006040393
handle_thread_count,0.005823523
ldrmodules_total,0.005607789
dlllist_avg_max_loadcount_per_process,0.0050266273
filescan_total,0.004510126
pslist_max_children,0.002576918
cmdline_suspicious_count,0.0
cmdline_count,0.0
cmdline_with_args,0.0
cmdline_ransom_indicators,0.0
cmdline_encoded_count,0.0
dlllist_total,0.0
dlllist_unique_dlls,0.0
dlllist_non_system,0.0
cmdline_script_tool_count,0.0
cmdline_sus_args_count,0.0
cmdline_script_exec_count,0.0
dlllist_unusual_path_pid_count,0.0
dlllist_max_load_total_per_process,0.0
dlllist_avg_per_process,0.0
hidden_process_count,0.0
psscan_count,0.0
pslist_parent_missing_count,0.0
cmdline_unusual_dir_count,0.0
cmdline_max_length,0.0
pslist_max_runtimes,0.0
pslist_avg_children,0.0
pslist_avg_threads,0.0
pslist_unique_names,0.0
pslist_wow64_count,0.0
pslist_exited_count,0.0
pslist_avg_runtimes,0.0
pslist_avg_handles,0.0
vad_private_exec,0.0
vad_exec_count,0.0
ldrmodules_suspicious_path_hit_count,0.0
ldrmodules_suspicious_path_pid_count,0.0
ldrmodules_avg_per_process,0.0
ldrmodules_max_per_process,0.0
ldrmodules_hidden_count,0.0
ldrmodules_not_in_mem,0.0
dlllist_crypto_pid_count,0.0
ldrmodules_not_in_init,0.0
ldrmodules_not_in_load,0.0
dlllist_crypto_dlls,0.0
dlllist_crypto_hit_count,0.0
vad_avg_max_region_size_per_process,0.0
vad_rwx_region_count,0.0
vad_rwx_pid_count,0.0
malfind_avg_regions_per_process,0.0
malfind_pid_count,0.0
malfind_private,0.0
malfind_exe_regions,0.0
malfind_rwx_pid_count,0.0
malfind_rwx_region_count,0.0
malfind_injected_pid_count,0.0
handle_total,0.0
handle_process_count,0.0
handle_mutex_count,0.0
handle_registry_count,0.0
handle_file_count,0.0
vad_private_pid_count,0.0
vad_max_total_mem_per_process,0.0
vad_avg_total_mem_per_process,0.0
vad_pid_count,0.0
netstat_total,0.0
priv_total_enabled,0.0
svcscan_security_stopped,0.0
svcscan_stopped,0.0
netstat_avg_connections_per_process,0.0
netstat_established,0.0
netstat_unique_ips,0.0
netstat_listening,0.0
netstat_outbound_count,0.0
netstat_outbound_pid_count,0.0
netstat_suspicious_port_pid_count,0.0
netstat_suspicious_port_hit_count,0.0
netstat_tcp_pid_count,0.0
netstat_max_connections_per_process,0.0
netstat_avg_unique_ips_per_process,0.0
netstat_pid_count,0.0
netstat_listening_pid_count,0.0
netstat_established_pid_count,0.0
netstat_udp_pid_count,0.0
vad_rwx_ratio,0.0
handle_registry_ratio,0.0
handle_mutex_ratio,0.0
vad_private_ratio,0.0
handle_file_ratio,0.0
netstat_established_ratio,0.0
ldrmodules_suspicious_path_ratio,0.0
netstat_outbound_ratio,0.0
netstat_suspicious_port_ratio,0.0
cmdline_script_exec_ratio,0.0
cmdline_encoded_ratio,0.0
cmdline_unusual_dir_ratio,0.0
dlllist_crypto_ratio,0.0
