model,n_train,n_test,accuracy,balanced_acc,macro_f1,weighted_f1,train_accuracy,overfit_gap,acc_ci_lo,acc_ci_hi,f1_ci_lo,f1_ci_hi,ci_pct,n_boot,conf_mean,conf_min,conf_pct_90,conf_pct_70,conf_pct_50
ExtraTrees,80,21,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,95,1000,0.9362,0.5,0.7619,0.9524,1.0
LogisticRegression,80,21,1.0,1.0,1.0,1.0,0.975,-0.025,1.0,1.0,1.0,1.0,95,1000,0.9378,0.5548,0.8571,0.9524,1.0
GradientBoosting,80,21,0.9524,0.9643,0.9481,0.9531,1.0,0.0476,0.8571,1.0,0.8152,1.0,95,1000,1.0,1.0,1.0,1.0,1.0
RandomForest,80,21,0.9048,0.9286,0.899,0.9071,1.0,0.0952,0.7619,1.0,0.7407,1.0,95,1000,0.8856,0.5097,0.7143,0.8095,1.0
XGBoost,80,21,0.9048,0.9286,0.899,0.9071,1.0,0.0952,0.7619,1.0,0.7407,1.0,95,1000,0.7554,0.5173,0.2381,0.619,1.0
